,source,target,TS label,TS chiral?,
447,0003110020,0000201130,0003110020,yes,,,,,,,
448,0003110020,0002001130,2001130000,yes,,,,,,,
449,0003110020,0002000113,0002000113,yes,,,,,,,
450,0000132010,0000103102,0000132010,yes,,,,,,,
451,0000132010,0001023100,0132010000,yes,,,,,,,
452,0000132010,0001020310,0001020310,yes,,,,,,,
453,0000010321,0001231000,0000010321,yes,,,,,,,
454,0000010321,1001002300,0010320001,yes,,,,,,,
455,0000010321,0002301100,0002301100,yes,,,,,,,
456,0010100203,0101003020,0010100203,yes,,,,,,,
457,0010100203,0103100200,0100200013,yes,,,,,,,
458,0010100203,0203011000,0200010103,yes,,,,,,,
459,0000002131,0000001312,0000001312,no,,,,,,,
460,0000002131,0001003120,0002130001,yes,,,,,,,
461,0000002131,0003121000,0003121000,yes,,,,,,,
462,0102003010,0020100103,0020100103,yes,,,,,,,
463,0102003010,0011030020,1030020010,yes,,,,,,,
464,0102003010,0000101032,0101030002,yes,,,,,,,
465,0010013002,1001002003,0010013002,no,,,,,,,
466,0010013002,0031002100,0013000012,yes,,,,,,,
467,0010013002,0032101000,1000032100,yes,,,,,,,
468,0011302000,0000311002,0011302000,yes,,,,,,,
469,0011302000,0020310100,0020310100,yes,,,,,,,
470,0011302000,0020031001,1000020031,yes,,,,,,,
471,0001003201,0001020013,0001003201,yes,,,,,,,
472,0001003201,0011000230,0230011000,yes,,,,,,,
473,0001003201,0000231001,0000231001,yes,,,,,,,
474,0000012013,0003101002,0000012013,yes,,,,,,,
475,0000012013,1003001020,0012010003,yes,,,,,,,
476,0000012013,0001023100,0001023100,yes,,,,,,,
477,0001203100,0000010213,0001203100,yes,,,,,,,
478,0001203100,0000130210,0130210000,yes,,,,,,,
479,0001203100,0000130021,0000130021,yes,,,,,,,
480,0302011000,0001020301,0302011000,yes,,,,,,,
481,0302011000,0011020030,0011020030,yes,,,,,,,
482,0302011000,0010100302,0300010102,yes,,,,,,,
483,0003001102,0002010031,0003001102,yes,,,,,,,
484,0003001102,0032000110,0110032000,yes,,,,,,,
485,0003001102,0000112003,0000112003,yes,,,,,,,
486,0002100103,0003010120,0002100103,yes,,,,,,,
487,0002100103,0100123000,0100123000,yes,,,,,,,
488,0002100103,0000103012,0000103012,yes,,,,,,,
489,0000132100,0000013102,0000132100,yes,,,,,,,
490,0000132100,0000123100,0123100000,yes,,,,,,,
491,0000132100,0000120310,0000120310,yes,,,,,,,
492,0000310102,0002011300,0000310102,yes,,,,,,,
493,0000310102,0101302000,0101302000,yes,,,,,,,
494,0000310102,0000102130,0000102130,yes,,,,,,,
495,0001213000,0000001213,0001213000,yes,,,,,,,
496,0001213000,0000031210,0031210000,yes,,,,,,,
497,0001213000,0000030121,0000030121,yes,,,,,,,
498,0000120103,0003012100,0000120103,yes,,,,,,,
499,0000120103,0102103000,0102103000,yes,,,,,,,
500,0000120103,0000103210,0000103210,yes,,,,,,,
501,0001130200,0000023110,0001130200,yes,,,,,,,
